ndc_description,ndc,nadac_per_unit,effective_date,Brand
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.35758,2025-12-17,Unbranded Adalimumab
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,872.7719,2025-12-17,Unbranded Adalimumab
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3365.92763,2025-12-17,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6745.428,2025-12-17,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3365.92763,2025-12-17,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3366.4525,2025-12-17,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3366.11847,2025-12-17,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3371.02521,2025-12-17,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1261.09297,2025-12-17,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.54167,2025-12-17,Hadlima (Organon)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2025-12-17,Hadlima (Organon)
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,82009014422,636.03667,2025-12-17,Unbranded Adalimumab
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,00597057550,636.03667,2025-12-17,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.35758,2025-12-17,Unbranded Adalimumab
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,872.7719,2025-12-17,Unbranded Adalimumab
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6731.55667,2025-12-17,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6731.55667,2025-12-17,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6731.55667,2025-12-17,Humira (AbbVie)
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,872.7719,2025-12-17,Unbranded Adalimumab
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3366.4525,2025-12-17,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3366.11847,2025-12-17,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3371.02521,2025-12-17,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1261.09297,2025-12-17,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.54167,2025-12-17,Hadlima (Organon)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2025-12-17,Hadlima (Organon)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3200.16786,2025-12-17,Cyltezo (Boehringer)
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,82009014422,636.03667,2025-12-17,Unbranded Adalimumab
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,00597057550,636.03667,2025-12-17,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.35758,2025-12-17,Unbranded Adalimumab
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,872.7719,2025-12-17,Unbranded Adalimumab
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6745.428,2025-12-17,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6745.428,2025-12-17,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3365.92763,2025-12-17,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3366.4525,2025-12-17,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3366.11847,2025-12-17,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3371.02521,2025-12-17,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1261.09297,2025-12-17,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.54167,2025-12-17,Hadlima (Organon)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2025-12-17,Hadlima (Organon)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3200.16786,2025-12-17,Cyltezo (Boehringer)
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,82009014422,636.03667,2025-12-17,Unbranded Adalimumab
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,00597057550,636.03667,2025-12-17,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.35758,2025-12-17,Unbranded Adalimumab
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6731.55667,2025-12-17,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3365.92763,2025-12-17,Humira (AbbVie)
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,82009014422,636.03667,2025-12-17,Unbranded Adalimumab
HUMIRA PEN 40 MG/0.8 ML,00074433902,3366.11847,2025-12-17,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3366.11847,2025-12-17,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3366.4525,2025-12-17,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3365.92763,2025-12-17,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6731.55667,2025-12-17,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6745.428,2025-12-17,Humira (AbbVie)
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,872.7719,2025-12-17,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.35758,2025-12-17,Unbranded Adalimumab
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,00597057550,636.03667,2025-12-17,Unbranded Adalimumab
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,82009014422,636.03667,2025-12-17,Unbranded Adalimumab
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3200.16786,2025-12-17,Cyltezo (Boehringer)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2025-12-17,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.54167,2025-12-17,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1261.09297,2025-12-17,Hadlima (Organon)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3371.02521,2025-12-17,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3366.11847,2025-12-17,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3366.4525,2025-12-17,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3366.4525,2025-12-17,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3371.02521,2025-12-17,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1261.09297,2025-12-17,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.54167,2025-12-17,Hadlima (Organon)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2025-12-17,Hadlima (Organon)
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,872.7719,2025-12-17,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.35758,2025-12-17,Unbranded Adalimumab
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,00597057550,636.03667,2025-12-17,Unbranded Adalimumab
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,82009014422,636.03667,2025-12-17,Unbranded Adalimumab
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3200.16786,2025-12-17,Cyltezo (Boehringer)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2025-12-17,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.54167,2025-12-17,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1261.09297,2025-12-17,Hadlima (Organon)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6731.55667,2025-12-17,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3371.02521,2025-12-17,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3366.4525,2025-12-17,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3365.92763,2025-12-17,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6731.55667,2025-12-17,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6745.428,2025-12-17,Humira (AbbVie)
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,872.7719,2025-12-17,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.35758,2025-12-17,Unbranded Adalimumab
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,00597057550,636.03667,2025-12-17,Unbranded Adalimumab
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3200.16786,2025-12-17,Cyltezo (Boehringer)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3366.11847,2025-12-17,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6745.428,2025-12-17,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3365.92763,2025-12-17,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6745.428,2025-12-17,Humira (AbbVie)
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,872.7719,2025-12-17,Unbranded Adalimumab
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,00597057550,636.03667,2025-12-17,Unbranded Adalimumab
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,82009014422,636.03667,2025-12-17,Unbranded Adalimumab
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3200.16786,2025-12-17,Cyltezo (Boehringer)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.35758,2025-12-17,Unbranded Adalimumab
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1259.54167,2025-12-17,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1261.09297,2025-12-17,Hadlima (Organon)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3371.02521,2025-12-17,Humira (AbbVie)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2025-12-17,Hadlima (Organon)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3200.16786,2026-01-21,Cyltezo (Boehringer)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6745.428,2026-01-21,Humira (AbbVie)
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,82009014422,636.16959,2026-01-21,Unbranded Adalimumab
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3200.16786,2026-01-21,Cyltezo (Boehringer)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2026-01-21,Hadlima (Organon)
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,00597057550,636.16959,2026-01-21,Unbranded Adalimumab
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,82009014422,636.16959,2026-01-21,Unbranded Adalimumab
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1260.7425,2026-01-21,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1260.89531,2026-01-21,Hadlima (Organon)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3371.70806,2026-01-21,Humira (AbbVie)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2026-01-21,Hadlima (Organon)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3366.5631,2026-01-21,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3366.24159,2026-01-21,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3365.93936,2026-01-21,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3366.24159,2026-01-21,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3366.5631,2026-01-21,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3371.70806,2026-01-21,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1260.89531,2026-01-21,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1260.7425,2026-01-21,Hadlima (Organon)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6732.69613,2026-01-21,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3365.93936,2026-01-21,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6732.69613,2026-01-21,Humira (AbbVie)
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,00597057550,636.16959,2026-01-21,Unbranded Adalimumab
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2026-01-21,Hadlima (Organon)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3200.16786,2026-01-21,Cyltezo (Boehringer)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1260.7425,2026-01-21,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1260.89531,2026-01-21,Hadlima (Organon)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3371.70806,2026-01-21,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3366.5631,2026-01-21,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3366.24159,2026-01-21,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3365.93936,2026-01-21,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6732.69613,2026-01-21,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6745.428,2026-01-21,Humira (AbbVie)
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,82009014422,636.16959,2026-01-21,Unbranded Adalimumab
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,00597057550,636.16959,2026-01-21,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.99942,2026-01-21,Unbranded Adalimumab
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,872.35238,2026-01-21,Unbranded Adalimumab
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,872.35238,2026-01-21,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.99942,2026-01-21,Unbranded Adalimumab
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,00597057550,636.16959,2026-01-21,Unbranded Adalimumab
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,82009014422,636.16959,2026-01-21,Unbranded Adalimumab
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3200.16786,2026-01-21,Cyltezo (Boehringer)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2026-01-21,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1260.7425,2026-01-21,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1260.89531,2026-01-21,Hadlima (Organon)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3371.70806,2026-01-21,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3366.5631,2026-01-21,Humira (AbbVie)
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,872.35238,2026-01-21,Unbranded Adalimumab
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.99942,2026-01-21,Unbranded Adalimumab
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6745.428,2026-01-21,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3366.24159,2026-01-21,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3365.93936,2026-01-21,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6732.69613,2026-01-21,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6745.428,2026-01-21,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1592.99942,2026-01-21,Unbranded Adalimumab
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,872.35238,2026-01-21,Unbranded Adalimumab
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3199.18917,2026-02-18,Cyltezo (Boehringer)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3367.14607,2026-02-18,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3366.123,2026-02-18,Humira (AbbVie)
YUFLYMA(CF) 40 MG/0.4 ML AUTOINJECTOR,72606003009,912.38,2026-02-18,Yuflyma (Celltrion)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6745.428,2026-02-18,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6732.12897,2026-02-18,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3365.89139,2026-02-18,Humira (AbbVie)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2026-02-18,Hadlima (Organon)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2026-02-18,Hadlima (Organon)
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,82009014422,636.17272,2026-02-18,Unbranded Adalimumab
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3366.123,2026-02-18,Humira (AbbVie)
YUFLYMA(CF) 40 MG/0.4 ML AUTOINJECTOR,72606003009,912.38,2026-02-18,Yuflyma (Celltrion)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3366.47956,2026-02-18,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3366.123,2026-02-18,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3370.49042,2026-02-18,Humira (AbbVie)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2026-02-18,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1260.40833,2026-02-18,Hadlima (Organon)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2026-02-18,Hadlima (Organon)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6745.428,2026-02-18,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6732.12897,2026-02-18,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3366.123,2026-02-18,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3365.89139,2026-02-18,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3366.123,2026-02-18,Humira (AbbVie)
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,872.2928,2026-02-18,Unbranded Adalimumab
ADALIMUMAB-AATY(CF) 40 MG/0.4 ML AUTOINJECTOR,72606002210,493.154,2026-02-18,Unbranded Adalimumab
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3366.123,2026-02-18,Humira (AbbVie)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1593.64063,2026-02-18,Unbranded Adalimumab
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,00597057550,636.17272,2026-02-18,Unbranded Adalimumab
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,82009014422,636.17272,2026-02-18,Unbranded Adalimumab
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3199.18917,2026-02-18,Cyltezo (Boehringer)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2026-02-18,Hadlima (Organon)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1260.40833,2026-02-18,Hadlima (Organon)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1260.78977,2026-02-18,Hadlima (Organon)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3370.49042,2026-02-18,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3366.47956,2026-02-18,Humira (AbbVie)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2026-02-18,Hadlima (Organon)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2026-02-18,Hadlima (Organon)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3366.123,2026-02-18,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3367.14607,2026-02-18,Humira (AbbVie)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3199.18917,2026-02-18,Cyltezo (Boehringer)
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,82009014422,636.17272,2026-02-18,Unbranded Adalimumab
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1260.78977,2026-02-18,Hadlima (Organon)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1593.64063,2026-02-18,Unbranded Adalimumab
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,00597057550,636.17272,2026-02-18,Unbranded Adalimumab
ADALIMUMAB-AATY(CF) 40 MG/0.4 ML AUTOINJECTOR,72606002210,493.154,2026-02-18,Unbranded Adalimumab
ADALIMUMAB-AATY(CF) 40 MG/0.4 ML AUTOINJECTOR,72606002210,493.154,2026-02-18,Unbranded Adalimumab
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,872.2928,2026-02-18,Unbranded Adalimumab
YUFLYMA(CF) 40 MG/0.4 ML AUTOINJECTOR,72606003009,912.38,2026-02-18,Yuflyma (Celltrion)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6745.428,2026-02-18,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6732.12897,2026-02-18,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3365.89139,2026-02-18,Humira (AbbVie)
HUMIRA(CF) 40 MG/0.4 ML SYRINGE,00074024302,3367.14607,2026-02-18,Humira (AbbVie)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2026-02-18,Hadlima (Organon)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3366.123,2026-02-18,Humira (AbbVie)
HUMIRA PEN 40 MG/0.8 ML,00074433902,3366.47956,2026-02-18,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3370.49042,2026-02-18,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1260.78977,2026-02-18,Hadlima (Organon)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3366.123,2026-02-18,Humira (AbbVie)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1260.40833,2026-02-18,Hadlima (Organon)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1593.64063,2026-02-18,Unbranded Adalimumab
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,00597057550,636.17272,2026-02-18,Unbranded Adalimumab
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2026-02-18,Hadlima (Organon)
ADALIMUMAB-ADAZ(CF) PEN 40 MG/0.4 ML,61314032720,1593.64063,2026-02-18,Unbranded Adalimumab
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,00597057550,636.17272,2026-02-18,Unbranded Adalimumab
ADALIMUMAB-AACF(CF) PEN 40 MG/0.8 ML (2 PACK),65219061299,872.2928,2026-02-18,Unbranded Adalimumab
HUMIRA PEN 40 MG/0.8 ML,00074433902,3366.47956,2026-02-18,Humira (AbbVie)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3366.123,2026-02-18,Humira (AbbVie)
HUMIRA(CF) PEN 40 MG/0.4 ML,00074055402,3365.89139,2026-02-18,Humira (AbbVie)
HUMIRA(CF) PEN 80 MG/0.8 ML,00074012402,6732.12897,2026-02-18,Humira (AbbVie)
HUMIRA 40 MG/0.8 ML SYRINGE,00074379902,3370.49042,2026-02-18,Humira (AbbVie)
HUMIRA(CF) PEN CROHN'S-UC-HS STARTER 80 MG/0.8 ML,00074012403,6745.428,2026-02-18,Humira (AbbVie)
HADLIMA(CF) PUSHTOUCH 40 MG/0.4 ML,78206018701,1260.78977,2026-02-18,Hadlima (Organon)
HUMIRA(CF) 20 MG/0.2 ML SYRINGE,00074061602,3366.123,2026-02-18,Humira (AbbVie)
HADLIMA(CF) 40 MG/0.4 ML SYRINGE,78206018601,1260.40833,2026-02-18,Hadlima (Organon)
HADLIMA PUSHTOUCH 40 MG/0.8 ML,78206018401,632.24125,2026-02-18,Hadlima (Organon)
CYLTEZO(CF) PEN 40 MG/0.8 ML,00597037597,3199.18917,2026-02-18,Cyltezo (Boehringer)
ADALIMUMAB-ADBM(CF) PEN 40 MG/0.4 ML,82009014422,636.17272,2026-02-18,Unbranded Adalimumab
YUFLYMA(CF) 40 MG/0.4 ML AUTOINJECTOR,72606003009,912.38,2026-02-18,Yuflyma (Celltrion)
